ts;raw;calc
2017.06.28 20:09:37:706;27.77;21.79
2017.06.28 20:09:38:770;27.77;21.79
2017.06.28 20:09:39:832;27.77;21.79
2017.06.28 20:09:40:983;27.77;21.79
2017.06.28 20:09:42:109;27.78;21.8
2017.06.28 20:09:43:236;27.78;21.8
2017.06.28 20:09:44:366;27.78;21.8
2017.06.28 20:09:45:427;27.78;21.8
2017.06.28 20:09:46:492;27.78;21.8
2017.06.28 20:09:47:638;27.78;21.8
2017.06.28 20:09:48:702;27.79;21.8
2017.06.28 20:09:49:786;27.79;21.81
2017.06.28 20:09:50:882;27.79;21.81
2017.06.28 20:09:52:041;27.79;21.81
2017.06.28 20:09:53:178;27.79;21.81
2017.06.28 20:09:54:239;27.79;21.81
2017.06.28 20:09:55:316;27.79;21.81
2017.06.28 20:09:56:446;27.8;21.81
2017.06.28 20:09:57:532;27.8;21.81
2017.06.28 20:09:58:699;27.8;21.81
2017.06.28 20:09:59:825;27.8;21.82
2017.06.28 20:10:00:951;27.8;21.82
2017.06.28 20:10:02:027;27.8;21.82
2017.06.28 20:10:03:098;27.81;21.82
2017.06.28 20:10:04:159;27.81;21.82
2017.06.28 20:10:05:248;27.81;21.82
2017.06.28 20:10:06:325;27.81;21.82
2017.06.28 20:10:07:386;27.81;21.82
2017.06.28 20:10:08:447;27.81;21.82
2017.06.28 20:10:09:509;27.81;21.82
2017.06.28 20:10:10:571;27.81;21.83
2017.06.28 20:10:11:703;27.81;21.83
2017.06.28 20:10:12:830;27.81;21.83
2017.06.28 20:10:13:955;27.81;21.83
2017.06.28 20:10:15:081;27.81;21.83
2017.06.28 20:10:16:209;27.81;21.83
2017.06.28 20:10:17:335;27.81;21.82
2017.06.28 20:10:18:394;27.81;21.82
2017.06.28 20:10:19:482;27.81;21.82
2017.06.28 20:10:20:613;27.81;21.82
2017.06.28 20:10:21:738;27.81;21.82
2017.06.28 20:10:22:797;27.81;21.82
2017.06.28 20:10:23:888;27.81;21.83
2017.06.28 20:10:25:015;27.81;21.83
2017.06.28 20:10:26:141;27.82;21.83
2017.06.28 20:10:27:269;27.82;21.83
2017.06.28 20:10:28:394;27.82;21.83
2017.06.28 20:10:29:522;27.82;21.83
2017.06.28 20:10:30:646;27.82;21.83
2017.06.28 20:10:31:708;27.82;21.83
2017.06.28 20:10:32:794;27.82;21.83
2017.06.28 20:10:33:855;27.82;21.83
2017.06.28 20:10:34:945;27.82;21.83
2017.06.28 20:10:36:073;27.82;21.83
2017.06.28 20:10:37:201;27.82;21.83
2017.06.28 20:10:38:265;27.82;21.83
2017.06.28 20:10:39:325;27.82;21.83
2017.06.28 20:10:40:386;27.82;21.83
2017.06.28 20:10:41:450;27.82;21.83
2017.06.28 20:10:42:521;27.82;21.83
2017.06.28 20:10:43:651;27.82;21.83
2017.06.28 20:10:44:802;27.82;21.83
2017.06.28 20:10:45:905;27.83;21.83
2017.06.28 20:10:47:032;27.82;21.83
2017.06.28 20:10:48:095;27.82;21.83
2017.06.28 20:10:49:178;27.82;21.83
2017.06.28 20:10:50:239;27.82;21.83
2017.06.28 20:10:51:328;27.82;21.83
2017.06.28 20:10:52:458;27.81;21.83
2017.06.28 20:10:53:519;27.81;21.82
2017.06.28 20:10:54:605;27.81;21.82
2017.06.28 20:10:55:734;27.8;21.82
2017.06.28 20:10:56:802;27.8;21.81
2017.06.28 20:10:57:864;27.8;21.81
2017.06.28 20:10:59:012;27.79;21.81
2017.06.28 20:11:00:074;27.79;21.81
2017.06.28 20:11:01:159;27.79;21.81
2017.06.28 20:11:02:286;27.79;21.8
2017.06.28 20:11:03:347;27.78;21.8
2017.06.28 20:11:04:441;27.78;21.8
2017.06.28 20:11:05:551;27.78;21.8
2017.06.28 20:11:06:692;27.79;21.81
2017.06.28 20:11:07:755;27.79;21.81
2017.06.28 20:11:08:839;27.79;21.81
2017.06.28 20:11:09:968;27.79;21.81
2017.06.28 20:11:11:095;27.79;21.81
2017.06.28 20:11:12:221;27.79;21.81
2017.06.28 20:11:13:346;27.79;21.81
2017.06.28 20:11:14:474;27.79;21.81
2017.06.28 20:11:15:603;27.79;21.81
2017.06.28 20:11:16:665;27.79;21.81
2017.06.28 20:11:17:748;27.8;21.81
2017.06.28 20:11:18:809;27.8;21.81
2017.06.28 20:11:19:898;27.8;21.81
2017.06.28 20:11:20:960;27.8;21.82
2017.06.28 20:11:22:021;27.8;21.82
2017.06.28 20:11:23:179;27.8;21.82
2017.06.28 20:11:24:305;27.8;21.82
2017.06.28 20:11:25:372;27.8;21.82
2017.06.28 20:11:26:454;27.8;21.82
2017.06.28 20:11:27:582;27.8;21.82
2017.06.28 20:11:28:705;27.8;21.82
2017.06.28 20:11:29:836;27.81;21.82
2017.06.28 20:11:30:961;27.81;21.82
2017.06.28 20:11:32:028;27.81;21.82
2017.06.28 20:11:33:214;27.81;21.82
2017.06.28 20:11:34:280;27.81;21.82
2017.06.28 20:11:35:342;27.81;21.82
2017.06.28 20:11:36:403;27.81;21.82
2017.06.28 20:11:37:514;27.81;21.82
2017.06.28 20:11:38:641;27.8;21.82
2017.06.28 20:11:39:767;27.8;21.82
2017.06.28 20:11:40:894;27.8;21.82
2017.06.28 20:11:41:957;27.8;21.82
2017.06.28 20:11:43:041;27.8;21.82
2017.06.28 20:11:44:171;27.8;21.82
2017.06.28 20:11:45:297;27.8;21.82
2017.06.28 20:11:46:425;27.8;21.82
2017.06.28 20:11:47:549;27.8;21.82
2017.06.28 20:11:48:611;27.8;21.82
2017.06.28 20:11:49:674;27.8;21.82
2017.06.28 20:11:50:827;27.8;21.82
2017.06.28 20:11:51:952;27.8;21.81
2017.06.28 20:11:53:012;27.8;21.81
2017.06.28 20:11:54:073;27.8;21.81
2017.06.28 20:11:55:141;27.8;21.81
2017.06.28 20:11:56:208;27.8;21.81
2017.06.28 20:11:57:272;27.8;21.82
2017.06.28 20:11:58:412;27.8;21.81
2017.06.28 20:11:59:474;27.8;21.81
2017.06.28 20:12:00:555;27.79;21.81
2017.06.28 20:12:01:681;27.79;21.81
2017.06.28 20:12:02:749;27.79;21.81
2017.06.28 20:12:03:812;27.79;21.81
2017.06.28 20:12:04:878;27.79;21.81
2017.06.28 20:12:05:941;27.79;21.81
2017.06.28 20:12:07:108;27.79;21.81
2017.06.28 20:12:08:234;27.79;21.81
2017.06.28 20:12:09:362;27.79;21.81
2017.06.28 20:12:10:460;27.79;21.81
2017.06.28 20:12:11:525;27.79;21.8
2017.06.28 20:12:12:589;27.78;21.8
2017.06.28 20:12:13:661;27.78;21.8
2017.06.28 20:12:14:791;27.77;21.79
2017.06.28 20:12:15:915;27.76;21.78
2017.06.28 20:12:17:041;27.73;21.76
2017.06.28 20:12:18:102;27.72;21.75
2017.06.28 20:12:19:189;27.7;21.74
2017.06.28 20:12:20:252;27.68;21.73
2017.06.28 20:12:21:339;27.67;21.72
2017.06.28 20:12:22:427;27.66;21.71
2017.06.28 20:12:23:592;27.64;21.7
2017.06.28 20:12:24:722;27.64;21.69
2017.06.28 20:12:25:777;27.63;21.69
2017.06.28 20:12:26:839;27.62;21.68
2017.06.28 20:12:27:901;27.62;21.68
2017.06.28 20:12:29:022;27.61;21.67
2017.06.28 20:12:30:148;27.61;21.67
2017.06.28 20:12:31:216;27.59;21.66
2017.06.28 20:12:32:296;27.58;21.65
2017.06.28 20:12:33:426;27.58;21.65
2017.06.28 20:12:34:552;27.57;21.64
2017.06.28 20:12:35:614;27.56;21.63
2017.06.28 20:12:36:699;27.55;21.63
2017.06.28 20:12:37:826;27.55;21.63
2017.06.28 20:12:38:955;27.54;21.62
2017.06.28 20:12:40:080;27.54;21.62
2017.06.28 20:12:41:206;27.53;21.61
2017.06.28 20:12:42:268;27.53;21.61
2017.06.28 20:12:43:331;27.52;21.61
2017.06.28 20:12:44:484;27.52;21.61
2017.06.28 20:12:45:610;27.52;21.6
2017.06.28 20:12:46:671;27.52;21.6
2017.06.28 20:12:47:730;27.52;21.6
2017.06.28 20:12:48:787;27.52;21.61
2017.06.28 20:12:49:850;27.52;21.61
2017.06.28 20:12:50:915;27.52;21.61
2017.06.28 20:12:52:061;27.53;21.61
2017.06.28 20:12:53:187;27.53;21.61
2017.06.28 20:12:54:316;27.54;21.62
2017.06.28 20:12:55:446;27.54;21.62
2017.06.28 20:12:56:567;27.55;21.63
2017.06.28 20:12:57:694;27.55;21.63
2017.06.28 20:12:58:821;27.56;21.63
2017.06.28 20:12:59:882;27.56;21.64
2017.06.28 20:13:00:967;27.57;21.64
2017.06.28 20:13:02:097;27.57;21.64
2017.06.28 20:13:03:227;27.58;21.65
2017.06.28 20:13:04:349;27.58;21.65
2017.06.28 20:13:05:476;27.59;21.66
2017.06.28 20:13:06:537;27.6;21.66
2017.06.28 20:13:07:600;27.6;21.67
2017.06.28 20:13:08:753;27.61;21.67
2017.06.28 20:13:09:879;27.61;21.67
2017.06.28 20:13:10:947;27.61;21.67
2017.06.28 20:13:12:027;27.6;21.67
2017.06.28 20:13:13:089;27.59;21.66
2017.06.28 20:13:14:150;27.58;21.65
2017.06.28 20:13:15:306;27.55;21.63
2017.06.28 20:13:16:368;27.53;21.61
2017.06.28 20:13:17:454;27.51;21.6
2017.06.28 20:13:18:592;27.49;21.58
2017.06.28 20:13:19:663;27.46;21.56
2017.06.28 20:13:20:727;27.45;21.55
2017.06.28 20:13:21:789;27.43;21.54
2017.06.28 20:13:23:068;27.42;21.53
2017.06.28 20:13:24:215;27.4;21.52
2017.06.28 20:13:25:287;27.39;21.51
2017.06.28 20:13:26:362;27.38;21.5
2017.06.28 20:13:27:493;27.37;21.5
2017.06.28 20:13:28:563;27.37;21.49
2017.06.28 20:13:29:624;27.37;21.49
2017.06.28 20:13:30:690;27.36;21.49
2017.06.28 20:13:31:755;27.36;21.48
2017.06.28 20:13:32:816;27.36;21.48
2017.06.28 20:13:33:877;27.36;21.48
2017.06.28 20:13:34:937;27.35;21.48
2017.06.28 20:13:36:093;27.35;21.48
2017.06.28 20:13:37:155;27.34;21.47
2017.06.28 20:13:38:219;27.33;21.46
2017.06.28 20:13:39:300;27.33;21.46
2017.06.28 20:13:40:391;27.32;21.45
2017.06.28 20:13:41:453;27.31;21.44
2017.06.28 20:13:42:541;27.3;21.44
2017.06.28 20:13:43:603;27.29;21.43
2017.06.28 20:13:44:691;27.29;21.43
2017.06.28 20:13:45:858;27.28;21.43
2017.06.28 20:13:46:920;27.28;21.42
2017.06.28 20:13:48:176;27.28;21.42
2017.06.28 20:13:49:303;27.27;21.42
2017.06.28 20:13:50:370;27.27;21.42
2017.06.28 20:13:51:431;27.27;21.42
2017.06.28 20:13:52:491;27.27;21.42
2017.06.28 20:13:53:551;27.27;21.41
2017.06.28 20:13:54:612;27.26;21.41
2017.06.28 20:13:55:665;27.26;21.41
2017.06.28 20:13:56:775;27.26;21.41
2017.06.28 20:13:57:908;27.26;21.41
2017.06.28 20:13:58:971;27.26;21.41
2017.06.28 20:14:00:051;27.26;21.41
2017.06.28 20:14:01:180;27.27;21.41
2017.06.28 20:14:02:307;27.27;21.42
2017.06.28 20:14:03:370;27.27;21.42
2017.06.28 20:14:04:455;27.28;21.42
2017.06.28 20:14:05:584;27.28;21.42
2017.06.28 20:14:06:710;27.29;21.43
2017.06.28 20:14:07:770;27.29;21.43
2017.06.28 20:14:08:857;27.29;21.43
2017.06.28 20:14:09:922;27.3;21.44
2017.06.28 20:14:11:009;27.3;21.44
2017.06.28 20:14:12:113;27.31;21.44
2017.06.28 20:14:13:176;27.31;21.45
2017.06.28 20:14:14:289;27.32;21.45
2017.06.28 20:14:15:356;27.32;21.46
2017.06.28 20:14:16:416;27.33;21.46
2017.06.28 20:14:17:477;27.33;21.46
2017.06.28 20:14:18:590;27.33;21.46
2017.06.28 20:14:19:716;27.33;21.46
2017.06.28 20:14:20:777;27.33;21.46
2017.06.28 20:14:21:863;27.33;21.46
2017.06.28 20:14:22:935;27.33;21.46
2017.06.28 20:14:24:013;27.33;21.46
2017.06.28 20:14:25:078;27.33;21.46
2017.06.28 20:14:26:171;27.33;21.46
2017.06.28 20:14:27:294;27.33;21.46
2017.06.28 20:14:28:356;27.33;21.46
2017.06.28 20:14:29:440;27.33;21.46
2017.06.28 20:14:30:500;27.33;21.46
2017.06.28 20:14:31:590;27.33;21.46
2017.06.28 20:14:32:725;27.33;21.46
2017.06.28 20:14:33:846;27.33;21.46
2017.06.28 20:14:34:908;27.33;21.46
2017.06.28 20:14:35:970;27.33;21.46
2017.06.28 20:14:37:032;27.33;21.46
2017.06.28 20:14:38:099;27.33;21.46
2017.06.28 20:14:39:161;27.34;21.47
2017.06.28 20:14:40:226;27.34;21.47
2017.06.28 20:14:41:290;27.34;21.47
2017.06.28 20:14:42:448;27.34;21.47
2017.06.28 20:14:43:573;27.34;21.47
2017.06.28 20:14:44:701;27.34;21.47
2017.06.28 20:14:45:827;27.34;21.47
2017.06.28 20:14:46:888;27.34;21.47
2017.06.28 20:14:47:951;27.34;21.47
2017.06.28 20:14:49:105;27.34;21.47
2017.06.28 20:14:50:229;27.34;21.47
2017.06.28 20:14:51:361;27.33;21.47
2017.06.28 20:14:52:424;27.33;21.46
2017.06.28 20:14:53:484;27.33;21.46
2017.06.28 20:14:54:634;27.32;21.46
2017.06.28 20:14:55:734;27.32;21.45
2017.06.28 20:14:56:886;27.32;21.45
2017.06.28 20:14:58:016;27.31;21.45
2017.06.28 20:14:59:242;27.31;21.45
2017.06.28 20:15:00:368;27.31;21.45
2017.06.28 20:15:01:429;27.31;21.44
2017.06.28 20:15:02:493;27.3;21.44
2017.06.28 20:15:03:555;27.3;21.44
2017.06.28 20:15:04:665;27.3;21.44
2017.06.28 20:15:05:790;27.3;21.44
2017.06.28 20:15:06:921;27.3;21.44
2017.06.28 20:15:07:982;27.3;21.44
2017.06.28 20:15:09:052;27.3;21.44
2017.06.28 20:15:10:115;27.29;21.43
2017.06.28 20:15:11:176;27.29;21.43
2017.06.28 20:15:12:349;27.29;21.43
2017.06.28 20:15:13:475;27.29;21.43
2017.06.28 20:15:14:601;27.29;21.43
2017.06.28 20:15:15:730;27.29;21.43
2017.06.28 20:15:16:851;27.3;21.44
2017.06.28 20:15:17:914;27.3;21.44
2017.06.28 20:15:19:009;27.3;21.44
2017.06.28 20:15:20:134;27.3;21.44
2017.06.28 20:15:21:258;27.3;21.44
2017.06.28 20:15:22:392;27.3;21.44
2017.06.28 20:15:23:442;27.3;21.44
2017.06.28 20:15:24:502;27.3;21.44
2017.06.28 20:15:25:661;27.3;21.44
2017.06.28 20:15:26:792;27.29;21.43
2017.06.28 20:15:27:914;27.3;21.44
2017.06.28 20:15:28:992;27.3;21.44
2017.06.28 20:15:30:166;27.3;21.44
2017.06.28 20:15:31:235;27.3;21.44
2017.06.28 20:15:32:313;27.3;21.44
2017.06.28 20:15:33:446;27.29;21.43
2017.06.28 20:15:34:569;27.28;21.43
2017.06.28 20:15:35:630;27.28;21.42
2017.06.28 20:15:36:719;27.28;21.42
2017.06.28 20:15:37:781;27.27;21.42
2017.06.28 20:15:38:842;27.27;21.42
2017.06.28 20:15:39:903;27.27;21.42
2017.06.28 20:15:40:964;27.27;21.42
2017.06.28 20:15:42:040;27.27;21.42
2017.06.28 20:15:43:171;27.27;21.42
2017.06.28 20:15:44:297;27.27;21.42
2017.06.28 20:15:45:360;27.27;21.42
2017.06.28 20:15:46:444;27.27;21.42
2017.06.28 20:15:47:576;27.27;21.42
2017.06.28 20:15:48:702;27.27;21.42
2017.06.28 20:15:49:827;27.27;21.42
2017.06.28 20:15:50:889;27.27;21.42
2017.06.28 20:15:51:950;27.28;21.42
2017.06.28 20:15:53:104;27.28;21.43
2017.06.28 20:15:54:165;27.29;21.43
2017.06.28 20:15:55:243;27.29;21.43
2017.06.28 20:15:56:304;27.29;21.43
2017.06.28 20:15:57:401;27.29;21.44
2017.06.28 20:15:58:531;27.3;21.44
2017.06.28 20:15:59:658;27.3;21.44
2017.06.28 20:16:00:720;27.3;21.44
2017.06.28 20:16:01:789;27.3;21.44
2017.06.28 20:16:02:934;27.31;21.44
2017.06.28 20:16:03:996;27.31;21.44
2017.06.28 20:16:05:081;27.31;21.44
2017.06.28 20:16:06:211;27.31;21.45
2017.06.28 20:16:07:337;27.31;21.45
2017.06.28 20:16:08:464;27.31;21.45
2017.06.28 20:16:09:593;27.32;21.45
2017.06.28 20:16:10:653;27.32;21.45
2017.06.28 20:16:11:720;27.32;21.46
2017.06.28 20:16:12:866;27.33;21.46
2017.06.28 20:16:13:994;27.33;21.46
2017.06.28 20:16:15:120;27.34;21.47
2017.06.28 20:16:16:246;27.34;21.47
2017.06.28 20:16:17:373;27.35;21.48
2017.06.28 20:16:18:500;27.35;21.48
2017.06.28 20:16:19:563;27.36;21.48
2017.06.28 20:16:20:646;27.36;21.48
2017.06.28 20:16:21:772;27.36;21.49
2017.06.28 20:16:22:937;27.36;21.49
2017.06.28 20:16:23:998;27.37;21.49
2017.06.28 20:16:25:156;27.37;21.49
2017.06.28 20:16:26:233;27.37;21.49
2017.06.28 20:16:27:408;27.38;21.5
2017.06.28 20:16:28:473;27.38;21.5
2017.06.28 20:16:29:537;27.38;21.5
2017.06.28 20:16:30:597;27.38;21.5
2017.06.28 20:16:31:658;27.38;21.5
2017.06.28 20:16:32:727;27.39;21.5
2017.06.28 20:16:33:794;27.39;21.5
2017.06.28 20:16:34:880;27.39;21.51
2017.06.28 20:16:35:941;27.39;21.5
2017.06.28 20:16:37:030;27.39;21.5
2017.06.28 20:16:38:160;27.39;21.51
2017.06.28 20:16:39:286;27.39;21.51
2017.06.28 20:16:40:413;27.39;21.51
2017.06.28 20:16:41:474;27.39;21.51
2017.06.28 20:16:42:559;27.39;21.51
2017.06.28 20:16:43:690;27.39;21.51
2017.06.28 20:16:44:750;27.39;21.51
2017.06.28 20:16:45:854;27.39;21.51
2017.06.28 20:16:46:918;27.39;21.51
2017.06.28 20:16:48:089;27.39;21.51
2017.06.28 20:16:49:222;27.39;21.5
2017.06.28 20:16:50:292;27.38;21.5
2017.06.28 20:16:51:361;27.38;21.5
2017.06.28 20:16:52:495;27.38;21.5
2017.06.28 20:16:53:555;27.39;21.5
2017.06.28 20:16:54:630;27.39;21.51
2017.06.28 20:16:55:685;27.39;21.51
2017.06.28 20:16:56:742;27.39;21.51
2017.06.28 20:16:57:817;27.39;21.51
2017.06.28 20:16:58:880;27.39;21.51
2017.06.28 20:16:59:968;27.4;21.51
2017.06.28 20:17:01:098;27.4;21.51
2017.06.28 20:17:02:224;27.4;21.52
2017.06.28 20:17:03:354;27.41;21.52
2017.06.28 20:17:04:415;27.41;21.52
2017.06.28 20:17:05:497;27.41;21.52
2017.06.28 20:17:06:559;27.41;21.52
2017.06.28 20:17:07:648;27.41;21.52
2017.06.28 20:17:08:724;27.41;21.52
2017.06.28 20:17:09:786;27.42;21.53
2017.06.28 20:17:10:849;27.42;21.53
2017.06.28 20:17:11:909;27.42;21.53
2017.06.28 20:17:13:184;27.41;21.53
2017.06.28 20:17:14:245;27.41;21.52
2017.06.28 20:17:15:309;27.41;21.52
2017.06.28 20:17:16:371;27.41;21.52
2017.06.28 20:17:17:435;27.41;21.52
2017.06.28 20:17:18:608;27.41;21.52
2017.06.28 20:17:19:735;27.41;21.52
2017.06.28 20:17:20:861;27.41;21.53
2017.06.28 20:17:21:987;27.42;21.53
2017.06.28 20:17:23:069;27.42;21.53
2017.06.28 20:17:24:240;27.42;21.53
2017.06.28 20:17:25:367;27.41;21.53
2017.06.28 20:17:26:427;27.41;21.53
2017.06.28 20:17:27:490;27.41;21.52
2017.06.28 20:17:28:640;27.41;21.53
2017.06.28 20:17:29:701;27.42;21.53
2017.06.28 20:17:30:763;27.41;21.53
2017.06.28 20:17:31:824;27.42;21.53
2017.06.28 20:17:32:944;27.42;21.53
2017.06.28 20:17:34:072;27.42;21.53
2017.06.28 20:17:35:199;27.42;21.53
2017.06.28 20:17:36:323;27.42;21.53
2017.06.28 20:17:37:450;27.43;21.53
2017.06.28 20:17:38:511;27.43;21.54
2017.06.28 20:17:39:597;27.44;21.54
2017.06.28 20:17:40:769;27.44;21.55
2017.06.28 20:17:41:850;27.45;21.55
2017.06.28 20:17:42:917;27.45;21.55
2017.06.28 20:17:44:000;27.46;21.56
2017.06.28 20:17:45:062;27.46;21.56
2017.06.28 20:17:46:150;27.47;21.56
2017.06.28 20:17:47:280;27.48;21.57
2017.06.28 20:17:48:396;27.48;21.58
2017.06.28 20:17:49:462;27.49;21.58
2017.06.28 20:17:50:524;27.5;21.59
2017.06.28 20:17:51:582;27.5;21.59
2017.06.28 20:17:52:644;27.51;21.6
2017.06.28 20:17:53:705;27.52;21.6
2017.06.28 20:17:54:858;27.52;21.61
2017.06.28 20:17:55:913;27.53;21.61
2017.06.28 20:17:57:010;27.54;21.62
2017.06.28 20:17:58:073;27.54;21.62
2017.06.28 20:17:59:156;27.55;21.62
2017.06.28 20:18:00:220;27.55;21.63
2017.06.28 20:18:01:309;27.55;21.63
2017.06.28 20:18:02:435;27.56;21.63
2017.06.28 20:18:03:536;27.56;21.64
2017.06.28 20:18:04:598;27.57;21.64
2017.06.28 20:18:05:712;27.57;21.64
2017.06.28 20:18:06:838;27.57;21.64
2017.06.28 20:18:07:965;27.57;21.64
2017.06.28 20:18:09:094;27.58;21.65
2017.06.28 20:18:10:155;27.58;21.65
2017.06.28 20:18:11:221;27.58;21.65
2017.06.28 20:18:12:285;27.58;21.65
2017.06.28 20:18:13:345;27.58;21.65
2017.06.28 20:18:14:407;27.58;21.65
2017.06.28 20:18:15:540;27.58;21.65
2017.06.28 20:18:16:603;27.57;21.65
2017.06.28 20:18:17:690;27.57;21.65
2017.06.28 20:18:18:820;27.57;21.64
2017.06.28 20:18:20:008;27.57;21.64
2017.06.28 20:18:21:073;27.57;21.64
2017.06.28 20:18:22:199;27.57;21.64
2017.06.28 20:18:23:325;27.56;21.64
2017.06.28 20:18:24:450;27.56;21.64
2017.06.28 20:18:25:579;27.55;21.63
2017.06.28 20:18:26:651;27.55;21.63
2017.06.28 20:18:27:725;27.54;21.62
2017.06.28 20:18:28:789;27.54;21.62
2017.06.28 20:18:29:876;27.53;21.61
2017.06.28 20:18:31:005;27.53;21.61
2017.06.28 20:18:32:133;27.52;21.61
2017.06.28 20:18:33:261;27.52;21.6
2017.06.28 20:18:34:385;27.51;21.6
2017.06.28 20:18:35:512;27.51;21.6
2017.06.28 20:18:36:583;27.51;21.6
2017.06.28 20:18:37:643;27.51;21.6
2017.06.28 20:18:38:719;27.51;21.6
2017.06.28 20:18:39:809;27.51;21.6
2017.06.28 20:18:40:873;27.51;21.6
2017.06.28 20:18:41:959;27.51;21.59
2017.06.28 20:18:43:089;27.51;21.59
2017.06.28 20:18:44:151;27.51;21.6
2017.06.28 20:18:45:212;27.51;21.6
2017.06.28 20:18:46:365;27.51;21.6
2017.06.28 20:18:47:490;27.51;21.6
2017.06.28 20:18:48:619;27.51;21.6
2017.06.28 20:18:49:742;27.51;21.6
2017.06.28 20:18:50:806;27.51;21.6
2017.06.28 20:18:51:892;27.51;21.6
2017.06.28 20:18:53:021;27.51;21.6
2017.06.28 20:18:54:148;27.51;21.6
2017.06.28 20:18:55:293;27.51;21.6
2017.06.28 20:18:56:401;27.51;21.59
2017.06.28 20:18:57:524;27.51;21.6
2017.06.28 20:18:58:663;27.51;21.6
2017.06.28 20:18:59:725;27.51;21.6
2017.06.28 20:19:00:801;27.51;21.6
2017.06.28 20:19:01:925;27.51;21.6
2017.06.28 20:19:02:987;27.51;21.6
2017.06.28 20:19:04:147;27.51;21.6
2017.06.28 20:19:05:310;27.51;21.6
2017.06.28 20:19:06:493;27.51;21.59
2017.06.28 20:19:07:567;27.5;21.59
2017.06.28 20:19:08:689;27.5;21.59
2017.06.28 20:19:09:751;27.5;21.59
2017.06.28 20:19:10:836;27.49;21.58
2017.06.28 20:19:11:964;27.49;21.58
2017.06.28 20:19:13:091;27.49;21.58
2017.06.28 20:19:14:219;27.48;21.58
2017.06.28 20:19:15:281;27.48;21.57
2017.06.28 20:19:16:342;27.48;21.57
2017.06.28 20:19:17:494;27.48;21.57
2017.06.28 20:19:18:619;27.48;21.57
2017.06.28 20:19:19:746;27.48;21.57
2017.06.28 20:19:20:809;27.47;21.57
2017.06.28 20:19:21:894;27.47;21.57
2017.06.28 20:19:23:082;27.47;21.57
2017.06.28 20:19:24:249;27.47;21.56
2017.06.28 20:19:25:312;27.46;21.56
2017.06.28 20:19:26:397;27.46;21.56
2017.06.28 20:19:27:526;27.45;21.55
2017.06.28 20:19:28:655;27.45;21.55
2017.06.28 20:19:29:717;27.44;21.54
2017.06.28 20:19:30:778;27.44;21.54
2017.06.28 20:19:31:840;27.43;21.54
2017.06.28 20:19:32:903;27.43;21.53
2017.06.28 20:19:33:977;27.43;21.53
2017.06.28 20:19:35:109;27.42;21.53
2017.06.28 20:19:36:232;27.42;21.53
2017.06.28 20:19:37:295;27.42;21.53
2017.06.28 20:19:38:382;27.42;21.53
2017.06.28 20:19:39:450;27.42;21.53
2017.06.28 20:19:40:532;27.42;21.53
2017.06.28 20:19:41:599;27.42;21.53
2017.06.28 20:19:42:681;27.42;21.53
2017.06.28 20:19:43:810;27.42;21.53
2017.06.28 20:19:44:936;27.43;21.53
2017.06.28 20:19:46:001;27.43;21.53
2017.06.28 20:19:47:064;27.43;21.54
2017.06.28 20:19:48:125;27.43;21.54
2017.06.28 20:19:49:237;27.44;21.54
2017.06.28 20:19:50:297;27.44;21.54
2017.06.28 20:19:51:386;27.44;21.55
2017.06.28 20:19:52:517;27.45;21.55
2017.06.28 20:19:53:577;27.45;21.55
2017.06.28 20:19:54:662;27.44;21.55
2017.06.28 20:19:55:791;27.44;21.55
2017.06.28 20:19:56:851;27.44;21.55
2017.06.28 20:19:57:938;27.44;21.55
2017.06.28 20:19:59:000;27.44;21.55
2017.06.28 20:20:00:089;27.45;21.55
2017.06.28 20:20:01:204;27.45;21.55
2017.06.28 20:20:02:345;27.45;21.55
2017.06.28 20:20:03:470;27.45;21.55
2017.06.28 20:20:04:601;27.45;21.55
2017.06.28 20:20:05:664;27.45;21.55
2017.06.28 20:20:06:727;27.45;21.55
2017.06.28 20:20:07:872;27.45;21.55
2017.06.28 20:20:08:933;27.45;21.55
2017.06.28 20:20:09:995;27.45;21.55
2017.06.28 20:20:11:107;27.45;21.55
2017.06.28 20:20:12:169;27.45;21.56
2017.06.28 20:20:13:235;27.46;21.56
2017.06.28 20:20:14:431;27.46;21.56
2017.06.28 20:20:15:552;27.46;21.56
2017.06.28 20:20:16:615;27.46;21.56
2017.06.28 20:20:17:702;27.46;21.56
2017.06.28 20:20:18:765;27.46;21.56
2017.06.28 20:20:19:829;27.47;21.57
2017.06.28 20:20:20:891;27.47;21.57
2017.06.28 20:20:21:953;27.48;21.57
2017.06.28 20:20:23:135;27.48;21.58
2017.06.28 20:20:24:258;27.49;21.58
2017.06.28 20:20:25:385;27.49;21.59
2017.06.28 20:20:26:501;27.5;21.59
2017.06.28 20:20:27:637;27.5;21.59
2017.06.28 20:20:28:701;27.51;21.6
2017.06.28 20:20:29:785;27.51;21.6
2017.06.28 20:20:30:851;27.52;21.6
2017.06.28 20:20:31:917;27.52;21.6
2017.06.28 20:20:33:001;27.52;21.6
2017.06.28 20:20:34:088;27.52;21.61
2017.06.28 20:20:35:225;27.53;21.61
2017.06.28 20:20:36:288;27.53;21.61
2017.06.28 20:20:37:364;27.53;21.61
2017.06.28 20:20:38:491;27.54;21.62
2017.06.28 20:20:39:556;27.54;21.62
2017.06.28 20:20:40:642;27.55;21.62
2017.06.28 20:20:41:768;27.55;21.63
2017.06.28 20:20:42:897;27.55;21.63
2017.06.28 20:20:43:959;27.55;21.63
