ts;raw;calc
2017.06.28 21:19:25:004;27.01;21.22
2017.06.28 21:19:26:064;27.01;21.22
2017.06.28 21:19:27:126;27.01;21.22
2017.06.28 21:19:28:214;27.01;21.22
2017.06.28 21:19:29:276;27.01;21.22
2017.06.28 21:19:30:331;27.02;21.23
2017.06.28 21:19:31:393;27.02;21.23
2017.06.28 21:19:32:459;27.02;21.23
2017.06.28 21:19:33:528;27.02;21.23
2017.06.28 21:19:34:588;27.02;21.23
2017.06.28 21:19:35:651;27.02;21.23
2017.06.28 21:19:36:711;27.02;21.23
2017.06.28 21:19:37:775;27.02;21.23
2017.06.28 21:19:38:836;27.03;21.23
2017.06.28 21:19:39:896;27.03;21.24
2017.06.28 21:19:40:958;27.04;21.24
2017.06.28 21:19:42:022;27.05;21.25
2017.06.28 21:19:43:088;27.05;21.25
2017.06.28 21:19:44:148;27.06;21.26
2017.06.28 21:19:45:217;27.07;21.26
2017.06.28 21:19:46:281;27.08;21.27
2017.06.28 21:19:47:342;27.08;21.28
2017.06.28 21:19:48:406;27.09;21.28
2017.06.28 21:19:49:500;27.1;21.28
2017.06.28 21:19:50:564;27.1;21.29
2017.06.28 21:19:51:636;27.11;21.29
2017.06.28 21:19:52:697;27.11;21.3
2017.06.28 21:19:53:759;27.12;21.3
2017.06.28 21:19:54:824;27.12;21.31
2017.06.28 21:19:55:885;27.13;21.31
2017.06.28 21:19:56:955;27.13;21.31
2017.06.28 21:19:58:017;27.14;21.32
2017.06.28 21:19:59:079;27.14;21.32
2017.06.28 21:20:00:139;27.15;21.32
2017.06.28 21:20:01:201;27.15;21.33
2017.06.28 21:20:02:266;27.15;21.33
2017.06.28 21:20:03:328;27.16;21.33
2017.06.28 21:20:04:389;27.16;21.33
2017.06.28 21:20:05:452;27.16;21.34
2017.06.28 21:20:06:513;27.17;21.34
2017.06.28 21:20:07:582;27.17;21.34
2017.06.28 21:20:08:655;27.17;21.34
2017.06.28 21:20:09:716;27.17;21.34
2017.06.28 21:20:10:785;27.17;21.34
2017.06.28 21:20:11:848;27.18;21.35
2017.06.28 21:20:12:930;27.18;21.35
2017.06.28 21:20:13:995;27.18;21.35
2017.06.28 21:20:15:058;27.18;21.35
2017.06.28 21:20:16:123;27.19;21.35
2017.06.28 21:20:17:186;27.19;21.36
2017.06.28 21:20:18:248;27.19;21.36
2017.06.28 21:20:19:310;27.2;21.36
2017.06.28 21:20:20:372;27.2;21.36
2017.06.28 21:20:21:435;27.2;21.36
2017.06.28 21:20:22:494;27.2;21.36
2017.06.28 21:20:23:556;27.2;21.36
2017.06.28 21:20:24:623;27.2;21.36
2017.06.28 21:20:25:685;27.2;21.36
2017.06.28 21:20:26:747;27.2;21.36
2017.06.28 21:20:27:807;27.2;21.36
2017.06.28 21:20:28:859;27.19;21.36
2017.06.28 21:20:29:918;27.19;21.36
2017.06.28 21:20:30:979;27.19;21.35
2017.06.28 21:20:32:040;27.18;21.35
2017.06.28 21:20:33:107;27.18;21.35
2017.06.28 21:20:34:170;27.18;21.35
2017.06.28 21:20:35:232;27.18;21.35
2017.06.28 21:20:36:298;27.18;21.35
2017.06.28 21:20:37:359;27.18;21.35
2017.06.28 21:20:38:421;27.18;21.35
2017.06.28 21:20:39:486;27.18;21.35
2017.06.28 21:20:40:550;27.18;21.35
2017.06.28 21:20:41:614;27.18;21.35
2017.06.28 21:20:42:674;27.18;21.35
2017.06.28 21:20:43:738;27.18;21.35
2017.06.28 21:20:44:799;27.19;21.35
2017.06.28 21:20:45:861;27.19;21.36
2017.06.28 21:20:46:924;27.19;21.36
2017.06.28 21:20:47:986;27.19;21.36
2017.06.28 21:20:49:053;27.2;21.36
2017.06.28 21:20:50:126;27.2;21.36
2017.06.28 21:20:51:186;27.2;21.36
2017.06.28 21:20:52:248;27.2;21.36
2017.06.28 21:20:53:309;27.2;21.37
2017.06.28 21:20:54:372;27.21;21.37
2017.06.28 21:20:55:433;27.21;21.37
2017.06.28 21:20:56:497;27.21;21.37
2017.06.28 21:20:57:666;27.21;21.37
2017.06.28 21:20:58:722;27.21;21.37
2017.06.28 21:20:59:770;27.21;21.37
2017.06.28 21:21:00:827;27.21;21.37
2017.06.28 21:21:01:889;27.22;21.38
2017.06.28 21:21:02:953;27.22;21.38
2017.06.28 21:21:04:016;27.22;21.38
2017.06.28 21:21:05:078;27.23;21.38
2017.06.28 21:21:06:140;27.23;21.39
2017.06.28 21:21:07:202;27.23;21.39
2017.06.28 21:21:08:269;27.23;21.39
2017.06.28 21:21:09:336;27.23;21.39
2017.06.28 21:21:10:397;27.24;21.39
2017.06.28 21:21:11:456;27.24;21.39
2017.06.28 21:21:12:518;27.24;21.39
2017.06.28 21:21:13:579;27.24;21.39
2017.06.28 21:21:14:645;27.24;21.39
2017.06.28 21:21:15:711;27.24;21.39
2017.06.28 21:21:16:772;27.24;21.39
2017.06.28 21:21:17:838;27.24;21.4
2017.06.28 21:21:18:899;27.24;21.4
2017.06.28 21:21:19:961;27.24;21.4
2017.06.28 21:21:21:025;27.25;21.4
2017.06.28 21:21:22:091;27.25;21.4
2017.06.28 21:21:23:166;27.25;21.4
2017.06.28 21:21:24:248;27.25;21.4
2017.06.28 21:21:25:313;27.26;21.41
2017.06.28 21:21:26:376;27.26;21.41
2017.06.28 21:21:27:442;27.26;21.41
2017.06.28 21:21:28:516;27.27;21.41
2017.06.28 21:21:29:585;27.27;21.42
2017.06.28 21:21:30:647;27.28;21.42
2017.06.28 21:21:31:716;27.28;21.42
2017.06.28 21:21:32:777;27.28;21.43
2017.06.28 21:21:33:838;27.29;21.43
2017.06.28 21:21:34:899;27.29;21.43
2017.06.28 21:21:35:965;27.29;21.43
2017.06.28 21:21:37:025;27.3;21.44
2017.06.28 21:21:38:087;27.3;21.44
2017.06.28 21:21:39:149;27.3;21.44
2017.06.28 21:21:40:209;27.31;21.44
2017.06.28 21:21:41:273;27.31;21.45
2017.06.28 21:21:42:334;27.31;21.45
2017.06.28 21:21:43:396;27.32;21.45
2017.06.28 21:21:44:462;27.32;21.45
2017.06.28 21:21:45:523;27.32;21.45
2017.06.28 21:21:46:591;27.32;21.45
2017.06.28 21:21:47:654;27.32;21.45
2017.06.28 21:21:48:722;27.32;21.45
2017.06.28 21:21:49:786;27.32;21.45
2017.06.28 21:21:50:848;27.32;21.45
2017.06.28 21:21:51:910;27.32;21.45
2017.06.28 21:21:52:974;27.32;21.45
2017.06.28 21:21:54:039;27.31;21.45
2017.06.28 21:21:55:101;27.31;21.45
2017.06.28 21:21:56:162;27.31;21.45
2017.06.28 21:21:57:223;27.31;21.44
2017.06.28 21:21:58:291;27.31;21.44
2017.06.28 21:21:59:368;27.31;21.44
2017.06.28 21:22:00:429;27.3;21.44
2017.06.28 21:22:01:492;27.3;21.44
2017.06.28 21:22:02:555;27.3;21.44
2017.06.28 21:22:03:617;27.3;21.44
2017.06.28 21:22:04:677;27.3;21.44
2017.06.28 21:22:05:775;27.3;21.44
2017.06.28 21:22:06:840;27.3;21.44
2017.06.28 21:22:07:900;27.3;21.44
2017.06.28 21:22:08:961;27.3;21.44
2017.06.28 21:22:10:021;27.3;21.44
2017.06.28 21:22:11:084;27.29;21.44
2017.06.28 21:22:12:147;27.29;21.43
2017.06.28 21:22:13:208;27.29;21.43
2017.06.28 21:22:14:269;27.29;21.43
2017.06.28 21:22:15:331;27.29;21.43
2017.06.28 21:22:16:392;27.29;21.43
2017.06.28 21:22:17:455;27.28;21.43
2017.06.28 21:22:18:516;27.28;21.42
2017.06.28 21:22:19:577;27.28;21.42
2017.06.28 21:22:20:644;27.27;21.42
2017.06.28 21:22:21:703;27.27;21.42
2017.06.28 21:22:22:766;27.27;21.42
2017.06.28 21:22:23:818;27.27;21.42
2017.06.28 21:22:24:878;27.27;21.42
2017.06.28 21:22:25:969;27.27;21.42
2017.06.28 21:22:27:029;27.27;21.42
2017.06.28 21:22:28:090;27.27;21.42
2017.06.28 21:22:29:142;27.27;21.42
2017.06.28 21:22:30:199;27.27;21.42
2017.06.28 21:22:31:262;27.28;21.42
2017.06.28 21:22:32:330;27.28;21.42
2017.06.28 21:22:33:392;27.28;21.43
2017.06.28 21:22:34:453;27.28;21.43
2017.06.28 21:22:35:515;27.29;21.43
2017.06.28 21:22:36:577;27.29;21.43
2017.06.28 21:22:37:643;27.29;21.43
2017.06.28 21:22:38:707;27.29;21.43
2017.06.28 21:22:39:768;27.3;21.44
2017.06.28 21:22:40:830;27.3;21.44
2017.06.28 21:22:41:894;27.3;21.44
2017.06.28 21:22:42:955;27.3;21.44
2017.06.28 21:22:44:019;27.3;21.44
2017.06.28 21:22:45:081;27.3;21.44
2017.06.28 21:22:46:142;27.31;21.44
2017.06.28 21:22:47:256;27.31;21.45
2017.06.28 21:22:48:336;27.31;21.45
2017.06.28 21:22:49:399;27.31;21.45
2017.06.28 21:22:50:462;27.32;21.45
2017.06.28 21:22:51:523;27.32;21.45
2017.06.28 21:22:52:583;27.32;21.45
2017.06.28 21:22:53:709;27.32;21.46
2017.06.28 21:22:54:770;27.33;21.46
2017.06.28 21:22:55:833;27.33;21.46
2017.06.28 21:22:56:897;27.33;21.46
2017.06.28 21:22:57:957;27.33;21.46
2017.06.28 21:22:59:009;27.33;21.46
2017.06.28 21:23:00:068;27.33;21.46
2017.06.28 21:23:01:129;27.33;21.46
2017.06.28 21:23:02:187;27.33;21.46
2017.06.28 21:23:03:252;27.33;21.46
2017.06.28 21:23:04:312;27.33;21.46
2017.06.28 21:23:05:379;27.33;21.46
2017.06.28 21:23:06:456;27.33;21.46
2017.06.28 21:23:07:517;27.33;21.46
2017.06.28 21:23:08:579;27.33;21.46
2017.06.28 21:23:09:641;27.33;21.46
2017.06.28 21:23:10:704;27.33;21.46
2017.06.28 21:23:11:766;27.33;21.46
2017.06.28 21:23:12:834;27.33;21.46
2017.06.28 21:23:13:897;27.33;21.46
2017.06.28 21:23:14:957;27.33;21.46
2017.06.28 21:23:16:020;27.33;21.46
2017.06.28 21:23:17:081;27.33;21.46
2017.06.28 21:23:18:164;27.33;21.46
2017.06.28 21:23:19:227;27.33;21.46
2017.06.28 21:23:20:289;27.33;21.46
2017.06.28 21:23:21:351;27.33;21.46
2017.06.28 21:23:22:500;27.33;21.46
2017.06.28 21:23:23:551;27.33;21.46
2017.06.28 21:23:24:611;27.33;21.46
2017.06.28 21:23:25:671;27.33;21.46
2017.06.28 21:23:26:734;27.33;21.46
2017.06.28 21:23:27:799;27.33;21.46
2017.06.28 21:23:28:851;27.33;21.46
2017.06.28 21:23:29:908;27.33;21.46
2017.06.28 21:23:30:968;27.32;21.46
2017.06.28 21:23:32:030;27.32;21.46
2017.06.28 21:23:33:094;27.32;21.46
2017.06.28 21:23:34:154;27.32;21.46
2017.06.28 21:23:35:217;27.32;21.45
2017.06.28 21:23:36:282;27.32;21.45
2017.06.28 21:23:37:343;27.32;21.45
2017.06.28 21:23:38:405;27.32;21.45
2017.06.28 21:23:39:464;27.32;21.45
2017.06.28 21:23:40:525;27.32;21.45
2017.06.28 21:23:41:590;27.32;21.45
2017.06.28 21:23:42:652;27.32;21.46
2017.06.28 21:23:43:714;27.33;21.46
2017.06.28 21:23:44:774;27.33;21.46
2017.06.28 21:23:45:835;27.33;21.46
2017.06.28 21:23:46:904;27.34;21.47
2017.06.28 21:23:47:964;27.34;21.47
2017.06.28 21:23:49:035;27.34;21.47
2017.06.28 21:23:50:101;27.35;21.47
2017.06.28 21:23:51:166;27.35;21.48
2017.06.28 21:23:52:228;27.35;21.48
2017.06.28 21:23:53:289;27.35;21.48
2017.06.28 21:23:54:349;27.36;21.48
2017.06.28 21:23:55:410;27.36;21.48
2017.06.28 21:23:56:470;27.36;21.49
2017.06.28 21:23:57:535;27.36;21.49
2017.06.28 21:23:58:599;27.37;21.49
2017.06.28 21:23:59:677;27.37;21.49
2017.06.28 21:24:00:745;27.37;21.49
2017.06.28 21:24:01:804;27.37;21.49
2017.06.28 21:24:02:865;27.37;21.49
2017.06.28 21:24:03:926;27.37;21.49
2017.06.28 21:24:04:996;27.37;21.49
2017.06.28 21:24:06:057;27.37;21.49
2017.06.28 21:24:07:130;27.37;21.49
2017.06.28 21:24:08:191;27.37;21.49
2017.06.28 21:24:09:255;27.37;21.49
2017.06.28 21:24:10:315;27.37;21.49
2017.06.28 21:24:11:376;27.37;21.49
2017.06.28 21:24:12:436;27.37;21.49
2017.06.28 21:24:13:499;27.37;21.49
2017.06.28 21:24:14:559;27.37;21.49
2017.06.28 21:24:15:641;27.37;21.49
2017.06.28 21:24:16:703;27.37;21.49
2017.06.28 21:24:17:764;27.37;21.49
2017.06.28 21:24:18:825;27.37;21.49
2017.06.28 21:24:19:892;27.37;21.49
2017.06.28 21:24:20:953;27.37;21.49
2017.06.28 21:24:22:013;27.37;21.49
2017.06.28 21:24:23:073;27.37;21.49
2017.06.28 21:24:24:250;27.37;21.49
2017.06.28 21:24:25:316;27.37;21.49
2017.06.28 21:24:26:378;27.37;21.49
2017.06.28 21:24:27:441;27.37;21.49
2017.06.28 21:24:28:514;27.37;21.49
2017.06.28 21:24:29:581;27.37;21.49
2017.06.28 21:24:30:644;27.37;21.49
2017.06.28 21:24:31:705;27.37;21.49
2017.06.28 21:24:32:765;27.37;21.49
2017.06.28 21:24:33:826;27.37;21.49
2017.06.28 21:24:34:891;27.37;21.49
2017.06.28 21:24:35:956;27.37;21.49
2017.06.28 21:24:37:023;27.37;21.49
2017.06.28 21:24:38:086;27.37;21.49
2017.06.28 21:24:39:150;27.37;21.49
2017.06.28 21:24:40:216;27.37;21.49
2017.06.28 21:24:41:276;27.37;21.49
2017.06.28 21:24:42:336;27.37;21.49
2017.06.28 21:24:43:398;27.37;21.49
2017.06.28 21:24:44:460;27.37;21.49
2017.06.28 21:24:45:524;27.36;21.49
2017.06.28 21:24:46:589;27.36;21.48
2017.06.28 21:24:47:651;27.36;21.48
2017.06.28 21:24:48:716;27.36;21.49
2017.06.28 21:24:49:777;27.36;21.49
2017.06.28 21:24:50:838;27.36;21.49
2017.06.28 21:24:51:899;27.36;21.48
2017.06.28 21:24:52:959;27.36;21.48
2017.06.28 21:24:54:021;27.35;21.48
2017.06.28 21:24:55:085;27.35;21.48
2017.06.28 21:24:56:145;27.35;21.48
2017.06.28 21:24:57:205;27.35;21.48
2017.06.28 21:24:58:270;27.36;21.48
2017.06.28 21:24:59:335;27.36;21.48
2017.06.28 21:25:00:397;27.36;21.48
2017.06.28 21:25:01:457;27.36;21.48
2017.06.28 21:25:02:519;27.36;21.48
2017.06.28 21:25:03:584;27.36;21.48
2017.06.28 21:25:04:644;27.36;21.48
2017.06.28 21:25:05:702;27.36;21.48
2017.06.28 21:25:06:764;27.36;21.48
2017.06.28 21:25:07:844;27.36;21.48
2017.06.28 21:25:08:909;27.36;21.49
2017.06.28 21:25:09:970;27.36;21.49
2017.06.28 21:25:11:031;27.36;21.49
2017.06.28 21:25:12:092;27.36;21.49
2017.06.28 21:25:13:157;27.37;21.49
2017.06.28 21:25:14:217;27.37;21.49
2017.06.28 21:25:15:293;27.37;21.49
2017.06.28 21:25:16:354;27.37;21.49
2017.06.28 21:25:17:420;27.37;21.49
2017.06.28 21:25:18:484;27.37;21.49
2017.06.28 21:25:19:545;27.37;21.49
2017.06.28 21:25:20:606;27.38;21.5
2017.06.28 21:25:21:670;27.38;21.5
2017.06.28 21:25:22:754;27.38;21.5
2017.06.28 21:25:23:809;27.39;21.5
2017.06.28 21:25:24:868;27.39;21.51
2017.06.28 21:25:25:930;27.39;21.51
2017.06.28 21:25:26:990;27.39;21.51
2017.06.28 21:25:28:051;27.4;21.51
2017.06.28 21:25:29:112;27.4;21.51
2017.06.28 21:25:30:169;27.4;21.51
2017.06.28 21:25:31:233;27.4;21.51
2017.06.28 21:25:32:293;27.4;21.51
2017.06.28 21:25:33:355;27.4;21.51
2017.06.28 21:25:34:416;27.4;21.51
2017.06.28 21:25:35:479;27.4;21.52
2017.06.28 21:25:36:545;27.41;21.52
2017.06.28 21:25:37:605;27.41;21.52
2017.06.28 21:25:38:668;27.41;21.52
2017.06.28 21:25:39:732;27.42;21.53
2017.06.28 21:25:40:793;27.42;21.53
2017.06.28 21:25:41:856;27.42;21.53
2017.06.28 21:25:42:919;27.43;21.53
2017.06.28 21:25:43:983;27.43;21.54
2017.06.28 21:25:45:043;27.43;21.54
2017.06.28 21:25:46:111;27.43;21.54
2017.06.28 21:25:47:173;27.44;21.54
2017.06.28 21:25:48:235;27.44;21.54
2017.06.28 21:25:49:296;27.44;21.55
2017.06.28 21:25:50:362;27.44;21.55
2017.06.28 21:25:51:423;27.45;21.55
2017.06.28 21:25:52:485;27.45;21.55
2017.06.28 21:25:53:547;27.46;21.56
2017.06.28 21:25:54:614;27.46;21.56
2017.06.28 21:25:55:679;27.47;21.56
2017.06.28 21:25:56:742;27.47;21.57
2017.06.28 21:25:57:806;27.48;21.57
2017.06.28 21:25:58:869;27.48;21.58
2017.06.28 21:25:59:925;27.49;21.58
2017.06.28 21:26:00:982;27.49;21.58
2017.06.28 21:26:02:043;27.5;21.59
2017.06.28 21:26:03:104;27.5;21.59
2017.06.28 21:26:04:164;27.5;21.59
2017.06.28 21:26:05:228;27.51;21.6
2017.06.28 21:26:06:303;27.51;21.6
2017.06.28 21:26:07:364;27.52;21.6
2017.06.28 21:26:08:426;27.52;21.61
2017.06.28 21:26:09:488;27.53;21.61
2017.06.28 21:26:10:548;27.53;21.61
2017.06.28 21:26:11:612;27.53;21.61
2017.06.28 21:26:12:677;27.53;21.61
2017.06.28 21:26:13:739;27.53;21.61
2017.06.28 21:26:14:805;27.54;21.62
2017.06.28 21:26:15:902;27.54;21.62
2017.06.28 21:26:16:974;27.54;21.62
2017.06.28 21:26:18:036;27.54;21.62
2017.06.28 21:26:19:101;27.54;21.62
2017.06.28 21:26:20:163;27.54;21.62
2017.06.28 21:26:21:225;27.54;21.62
2017.06.28 21:26:22:287;27.54;21.62
2017.06.28 21:26:23:364;27.55;21.62
2017.06.28 21:26:24:421;27.55;21.62
2017.06.28 21:26:25:486;27.55;21.63
2017.06.28 21:26:26:548;27.55;21.63
2017.06.28 21:26:27:610;27.55;21.63
2017.06.28 21:26:28:673;27.55;21.63
2017.06.28 21:26:29:741;27.55;21.63
2017.06.28 21:26:30:803;27.55;21.63
2017.06.28 21:26:31:864;27.55;21.63
2017.06.28 21:26:32:927;27.55;21.63
2017.06.28 21:26:33:991;27.55;21.63
2017.06.28 21:26:35:051;27.55;21.63
2017.06.28 21:26:36:120;27.55;21.63
2017.06.28 21:26:37:187;27.56;21.63
2017.06.28 21:26:38:251;27.56;21.63
2017.06.28 21:26:39:312;27.56;21.64
2017.06.28 21:26:40:373;27.57;21.64
2017.06.28 21:26:41:434;27.57;21.64
2017.06.28 21:26:42:496;27.58;21.65
2017.06.28 21:26:43:566;27.58;21.65
2017.06.28 21:26:44:627;27.58;21.65
2017.06.28 21:26:45:687;27.59;21.65
2017.06.28 21:26:46:752;27.59;21.66
2017.06.28 21:26:47:813;27.59;21.66
2017.06.28 21:26:48:875;27.59;21.66
2017.06.28 21:26:49:936;27.6;21.66
2017.06.28 21:26:50:997;27.6;21.66
2017.06.28 21:26:52:061;27.6;21.66
2017.06.28 21:26:53:122;27.6;21.67
2017.06.28 21:26:54:182;27.6;21.67
2017.06.28 21:26:55:243;27.6;21.67
2017.06.28 21:26:56:308;27.61;21.67
2017.06.28 21:26:57:368;27.61;21.67
2017.06.28 21:26:58:431;27.61;21.67
2017.06.28 21:26:59:493;27.61;21.67
2017.06.28 21:27:00:556;27.61;21.67
2017.06.28 21:27:01:618;27.61;21.68
2017.06.28 21:27:02:680;27.61;21.68
2017.06.28 21:27:03:750;27.61;21.68
2017.06.28 21:27:04:813;27.61;21.68
2017.06.28 21:27:05:875;27.61;21.67
2017.06.28 21:27:06:938;27.61;21.67
2017.06.28 21:27:08:001;27.61;21.67
2017.06.28 21:27:09:100;27.61;21.67
2017.06.28 21:27:10:161;27.61;21.67
2017.06.28 21:27:11:224;27.61;21.67
2017.06.28 21:27:12:288;27.6;21.67
2017.06.28 21:27:13:357;27.6;21.67
2017.06.28 21:27:14:417;27.6;21.67
2017.06.28 21:27:15:479;27.6;21.67
2017.06.28 21:27:16:550;27.6;21.67
2017.06.28 21:27:17:612;27.6;21.67
2017.06.28 21:27:18:672;27.6;21.67
2017.06.28 21:27:19:735;27.61;21.67
2017.06.28 21:27:20:797;27.61;21.67
2017.06.28 21:27:21:860;27.61;21.67
2017.06.28 21:27:22:920;27.61;21.68
2017.06.28 21:27:23:971;27.62;21.68
2017.06.28 21:27:25:034;27.62;21.68
2017.06.28 21:27:26:096;27.62;21.68
2017.06.28 21:27:27:157;27.62;21.68
2017.06.28 21:27:28:216;27.62;21.68
2017.06.28 21:27:29:275;27.63;21.68
2017.06.28 21:27:30:334;27.63;21.68
2017.06.28 21:27:31:402;27.63;21.69
2017.06.28 21:27:32:462;27.63;21.69
2017.06.28 21:27:33:522;27.63;21.69
2017.06.28 21:27:34:583;27.63;21.69
2017.06.28 21:27:35:644;27.63;21.69
2017.06.28 21:27:36:707;27.64;21.69
2017.06.28 21:27:37:769;27.64;21.69
2017.06.28 21:27:38:829;27.64;21.7
2017.06.28 21:27:39:888;27.64;21.7
2017.06.28 21:27:40:953;27.65;21.7
2017.06.28 21:27:42:013;27.65;21.7
2017.06.28 21:27:43:075;27.66;21.71
2017.06.28 21:27:44:138;27.66;21.71
2017.06.28 21:27:45:199;27.66;21.71
2017.06.28 21:27:46:267;27.66;21.71
2017.06.28 21:27:47:327;27.66;21.71
2017.06.28 21:27:48:387;27.66;21.71
2017.06.28 21:27:49:448;27.66;21.71
2017.06.28 21:27:50:513;27.66;21.71
2017.06.28 21:27:51:574;27.66;21.71
2017.06.28 21:27:52:657;27.66;21.71
2017.06.28 21:27:53:722;27.66;21.71
2017.06.28 21:27:54:783;27.66;21.71
2017.06.28 21:27:55:844;27.66;21.71
2017.06.28 21:27:56:916;27.66;21.71
2017.06.28 21:27:57:978;27.66;21.71
2017.06.28 21:27:59:048;27.67;21.72
2017.06.28 21:28:00:115;27.67;21.72
2017.06.28 21:28:01:179;27.67;21.72
2017.06.28 21:28:02:244;27.67;21.72
2017.06.28 21:28:03:305;27.68;21.72
2017.06.28 21:28:04:369;27.68;21.72
2017.06.28 21:28:05:433;27.68;21.73
2017.06.28 21:28:06:494;27.68;21.73
2017.06.28 21:28:07:555;27.68;21.73
2017.06.28 21:28:08:615;27.69;21.73
2017.06.28 21:28:09:733;27.69;21.73
2017.06.28 21:28:10:795;27.69;21.73
2017.06.28 21:28:11:856;27.69;21.73
2017.06.28 21:28:12:918;27.69;21.73
2017.06.28 21:28:13:984;27.69;21.73
2017.06.28 21:28:15:045;27.69;21.73
2017.06.28 21:28:16:107;27.69;21.73
2017.06.28 21:28:17:236;27.69;21.73
2017.06.28 21:28:18:318;27.69;21.74
2017.06.28 21:28:19:380;27.69;21.74
2017.06.28 21:28:20:440;27.69;21.73
2017.06.28 21:28:21:505;27.69;21.73
2017.06.28 21:28:22:627;27.69;21.73
2017.06.28 21:28:23:680;27.69;21.73
2017.06.28 21:28:24:735;27.69;21.73
2017.06.28 21:28:25:796;27.69;21.73
2017.06.28 21:28:26:857;27.69;21.73
2017.06.28 21:28:27:916;27.69;21.73
2017.06.28 21:28:28:988;27.69;21.73
2017.06.28 21:28:30:054;27.69;21.73
2017.06.28 21:28:31:116;27.69;21.73
2017.06.28 21:28:32:178;27.68;21.73
2017.06.28 21:28:33:240;27.68;21.73
2017.06.28 21:28:34:307;27.68;21.73
2017.06.28 21:28:35:379;27.68;21.72
2017.06.28 21:28:36:440;27.68;21.72
2017.06.28 21:28:37:502;27.67;21.72
2017.06.28 21:28:38:565;27.67;21.72
2017.06.28 21:28:39:629;27.66;21.71
2017.06.28 21:28:40:694;27.66;21.71
2017.06.28 21:28:41:754;27.65;21.7
2017.06.28 21:28:42:815;27.65;21.7
2017.06.28 21:28:43:878;27.64;21.69
2017.06.28 21:28:44:956;27.63;21.69
2017.06.28 21:28:46:019;27.63;21.68
2017.06.28 21:28:47:079;27.62;21.68
2017.06.28 21:28:48:144;27.61;21.67
2017.06.28 21:28:49:206;27.6;21.67
2017.06.28 21:28:50:266;27.59;21.66
2017.06.28 21:28:51:328;27.59;21.65
2017.06.28 21:28:52:389;27.58;21.65
2017.06.28 21:28:53:454;27.57;21.65
2017.06.28 21:28:54:515;27.57;21.64
2017.06.28 21:28:55:576;27.57;21.64
2017.06.28 21:28:56:637;27.56;21.64
2017.06.28 21:28:57:698;27.56;21.63
2017.06.28 21:28:58:781;27.56;21.63
2017.06.28 21:28:59:847;27.55;21.63
2017.06.28 21:29:00:915;27.55;21.62
2017.06.28 21:29:01:978;27.54;21.62
2017.06.28 21:29:03:039;27.54;21.62
2017.06.28 21:29:04:109;27.54;21.62
2017.06.28 21:29:05:169;27.53;21.61
2017.06.28 21:29:06:230;27.53;21.61
2017.06.28 21:29:07:294;27.52;21.61
2017.06.28 21:29:08:358;27.52;21.6
2017.06.28 21:29:09:419;27.51;21.6
2017.06.28 21:29:10:481;27.51;21.6
2017.06.28 21:29:11:545;27.51;21.6
2017.06.28 21:29:12:608;27.51;21.6
2017.06.28 21:29:13:669;27.51;21.6
2017.06.28 21:29:14:731;27.51;21.6
2017.06.28 21:29:15:792;27.51;21.6
2017.06.28 21:29:16:856;27.51;21.6
2017.06.28 21:29:17:924;27.51;21.6
2017.06.28 21:29:18:986;27.52;21.6
2017.06.28 21:29:20:050;27.52;21.6
2017.06.28 21:29:21:111;27.52;21.61
2017.06.28 21:29:22:172;27.52;21.61
2017.06.28 21:29:23:257;27.53;21.61
2017.06.28 21:29:24:325;27.53;21.61
2017.06.28 21:29:25:388;27.53;21.61
2017.06.28 21:29:26:458;27.53;21.61
2017.06.28 21:29:27:521;27.53;21.61
2017.06.28 21:29:28:583;27.53;21.61
2017.06.28 21:29:29:634;27.53;21.61
2017.06.28 21:29:30:694;27.53;21.61
2017.06.28 21:29:31:757;27.53;21.61
2017.06.28 21:29:32:818;27.52;21.61
2017.06.28 21:29:33:881;27.52;21.6
2017.06.28 21:29:34:942;27.52;21.6
2017.06.28 21:29:36:006;27.52;21.6
2017.06.28 21:29:37:068;27.52;21.6
2017.06.28 21:29:38:130;27.51;21.6
2017.06.28 21:29:39:193;27.51;21.6
2017.06.28 21:29:40:256;27.51;21.6
2017.06.28 21:29:41:318;27.51;21.6
2017.06.28 21:29:42:381;27.51;21.6
2017.06.28 21:29:43:450;27.51;21.59
2017.06.28 21:29:44:510;27.5;21.59
2017.06.28 21:29:45:626;27.5;21.59
2017.06.28 21:29:46:688;27.5;21.59
2017.06.28 21:29:47:749;27.5;21.59
2017.06.28 21:29:48:809;27.5;21.59
2017.06.28 21:29:49:869;27.5;21.59
2017.06.28 21:29:50:934;27.49;21.58
2017.06.28 21:29:51:998;27.49;21.58
2017.06.28 21:29:53:060;27.49;21.58
2017.06.28 21:29:54:122;27.49;21.58
2017.06.28 21:29:55:187;27.49;21.58
2017.06.28 21:29:56:249;27.49;21.58
2017.06.28 21:29:57:310;27.49;21.59
2017.06.28 21:29:58:370;27.49;21.58
2017.06.28 21:29:59:422;27.49;21.58
2017.06.28 21:30:00:477;27.49;21.58
2017.06.28 21:30:01:540;27.49;21.58
2017.06.28 21:30:02:601;27.49;21.58
2017.06.28 21:30:03:669;27.49;21.58
2017.06.28 21:30:04:731;27.48;21.58
2017.06.28 21:30:05:793;27.49;21.58
2017.06.28 21:30:06:854;27.49;21.58
2017.06.28 21:30:07:914;27.48;21.58
2017.06.28 21:30:08:981;27.48;21.58
2017.06.28 21:30:10:042;27.48;21.58
2017.06.28 21:30:11:104;27.48;21.58
